"RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","DelIn2Yr"
0.967206559,48,0,0.383248167,5,0,2,0,"0"
0.057116621,43,0,868,6,0,1,0,"0"
0.521101128,60,0,2767,9,0,3,0,"0"
0.9999999,61,0,1624,2,0,1,0,"0"
0.028314905,60,0,1.262482168,8,0,1,0,"0"
0.061403974,71,0,0.204786428,9,0,1,0,"0"
0.056483202,55,0,0.069961133,6,0,0,0,"0"
0.370707489,65,0,385,6,0,0,0,"0"
0.348331307,27,0,564,9,0,0,0,"0"
0.120335082,64,0,1290,17,0,0,0,"0"
0.66739872,49,0,393.5,7,0,0,0,"0"
0.036276458,58,2,0.26897932,30,0,1,1,"0"
0.270909184,27,0,0.080195703,9,0,0,0,"0"
0.099721624,38,0,0.417951476,9,0,1,0,"0"
0.275543976,41,0,0.4404,7,0,1,0,"0"
0.444854638,53,1,0.289871504,6,0,2,0,"1"
1.00842972,26,0,0.037536801,4,0,0,2,"1"
0.235875415,45,0,0.020033389,4,0,0,0,"0"
0.450079893,51,0,0.148375369,9,0,0,0,"0"
0.9999999,82,0,0,1,0,0,0,"0"
0.229250441,58,0,0.060506809,13,0,0,0,"0"
0.524500907,36,2,0.18957724,5,4,0,0,"1"
0.906187625,38,0,501,4,1,0,0,"1"
0.395734839,51,0,0.042716583,10,0,0,0,"0"
0.217561023,65,0,2.129405883,9,0,1,0,"0"
0.021851043,45,0,0.001546232,6,0,0,0,"0"
0.743256743,25,0,45,3,0,0,0,"0"
0.459435265,62,0,0.629621527,22,0,2,0,"0"
0.344003389,57,0,977,12,2,1,0,"0"
0.486377883,48,0,0.464237517,17,0,2,0,"0"
0,58,0,0.129961776,5,0,1,0,"0"
0.233763892,69,1,0.23073432,11,0,1,0,"0"
0.036784759,60,0,0.275944811,19,0,1,0,"0"
0.026316773,50,0,0.30644288,12,0,1,0,"0"
0.03339833,52,0,4989,5,0,3,0,"0"
0.129657189,55,0,0.506093369,19,0,5,0,"0"
0.962230615,61,2,556,4,0,0,0,"0"
0.03455345,35,0,0.368263473,8,0,1,0,"0"
0.64683829,44,0,0.304915993,5,0,1,0,"0"
0.261198751,45,0,0.215854312,6,0,0,0,"0"
0.421361318,58,0,4957,16,0,3,1,"0"
0.583387036,44,1,0.737718969,10,0,4,0,"0"
0.039445039,80,0,0.288677831,9,0,1,0,"0"
0.251526529,66,0,0.421654433,11,0,0,0,"0"
0.005943922,34,0,0.257097161,10,0,0,0,"0"
0.9999999,33,1,0.105213045,1,0,0,0,"0"
0.904004571,40,0,0.455777921,7,0,1,0,"0"
0.092074476,72,0,0.423057892,18,0,1,0,"0"
0.275747508,39,1,0.058710913,4,0,0,2,"0"
1.145854146,47,0,419,1,0,0,0,"0"
0.037380062,32,0,0.064789634,5,0,0,0,"0"
0.28247579,47,1,0.574285143,10,0,1,0,"1"
0.035613397,51,0,0.158655584,9,0,0,0,"0"
0.505959298,43,0,0.128277318,9,0,0,0,"0"
0.033239795,63,0,1529,12,0,2,0,"0"
0.000396458,63,0,0.055515051,5,0,1,0,"0"
0.254915028,25,0,0.383385162,3,0,0,0,"0"
0.024186744,87,0,0.00368,7,0,0,0,"0"
0.335420273,69,0,0.1945529,13,0,1,0,"0"
0.9999999,32,0,0,0,0,0,0,"0"
0.048061324,33,4,0.112749616,15,0,0,1,"0"
0.006735499,67,0,0.283106004,13,0,2,0,"0"
0.077066308,58,0,0.36025151,8,0,1,0,"0"
0.139475991,56,0,0.111233394,4,0,1,0,"0"
0.529270475,39,0,0.826716076,13,0,4,0,"0"
0.225467823,31,0,0.462881023,10,0,1,0,"0"
0.963854529,36,0,0.468562542,5,0,1,0,"0"
0.725116039,45,0,0.52308528,8,0,0,0,"0"
0.9999999,62,0,0.281817677,7,0,2,0,"0"
0.833243597,37,0,1655,5,0,1,0,"1"
0.9999999,56,2,2780,3,0,2,0,"0"
0.088221644,67,0,0.210274618,16,0,2,0,"0"
0.010226222,34,0,0.261743568,8,0,2,0,"0"
0.017628324,38,0,0.175664096,7,0,0,0,"0"
0.032880478,59,0,1.394100778,9,0,2,0,"1"
0.427215657,63,0,0.117233624,13,0,0,0,"0"
0.9999999,67,2,706,2,3,0,2,"1"
0,45,0,0.438005511,5,0,2,0,"0"
0.799321963,56,0,0.360593754,13,0,1,0,"0"
0.401926922,47,1,0.377758471,15,0,2,0,"0"
1.026578073,41,2,0.740504082,6,2,1,0,"0"
0.069780708,49,0,0.320526316,13,0,2,0,"0"
0.21854599,49,0,5395,7,0,1,0,"0"
0.006997667,79,0,2,5,0,0,0,"0"
0.774540849,50,0,0.473191489,8,0,2,0,"0"
0.960964251,39,1,0.409511934,5,4,1,0,"0"
0.274880788,93,3,0.022480931,5,1,0,2,"0"
0.09937538,44,0,0.482903419,19,0,1,0,"0"
0.105965359,79,0,601,15,0,1,0,"0"
0.063982976,72,0,0.036049682,4,0,0,0,"0"
0.166822531,71,0,1.056028369,15,0,0,0,"0"
0.44350807,48,0,2.016648169,7,0,1,0,"0"
1.887043189,43,1,0.155965688,5,1,0,2,"1"
0.298771024,48,0,0.101415776,4,0,0,0,"0"
0.772826583,67,0,0.625139043,11,0,1,0,"0"
0.82661513,23,0,0.038175676,6,0,0,0,"0"
0.034660724,50,0,0.258484745,7,0,1,0,"0"
0.008502354,48,0,0.146077971,14,0,1,0,"0"
0.253444248,52,1,0.416715274,15,0,1,0,"1"
0.747554198,40,0,0.323756277,11,0,5,0,"0"
0.046943762,64,0,0.140555529,13,0,2,0,"0"
0.562152039,49,0,0.494856146,11,0,0,0,"0"
0.345141047,34,0,0.759800053,11,0,1,0,"0"
0,43,0,0.043436525,2,0,0,0,"0"
0.036568396,38,0,1915,13,0,1,0,"0"
0.300059485,38,0,0.220816769,8,0,1,0,"0"
0,60,0,3457,13,0,2,0,"0"
0.993200247,31,2,0.379711752,3,0,0,0,"0"
0.999821906,34,0,0.173669468,3,0,1,0,"1"
0.219165698,49,0,0.12029531,4,0,0,0,"0"
0,64,0,397,3,0,0,0,"0"
0.016871981,40,0,0.392173665,7,0,2,0,"0"
0.034555112,81,0,0.479577264,6,0,2,0,"0"
0.23359416,57,0,5775,9,0,4,0,"0"
0.78670279,45,0,0.434937866,12,0,1,0,"0"
0.071448979,46,1,1.402515723,7,0,0,0,"1"
0.892855357,40,0,3163,6,0,1,0,"0"
0.269197443,50,0,0.517733158,13,0,2,0,"0"
0.396320736,39,0,2139,9,0,1,0,"0"
0.007630401,86,0,0.00209979,4,0,0,0,"0"
0.046762741,90,0,0.016994335,3,0,0,0,"0"
0.083582819,55,0,0.283862916,9,0,2,0,"0"
0.379603399,49,0,0.399014778,6,0,2,0,"0"
0.646353646,31,0,0.309630963,4,0,0,0,"0"
0.563836673,60,0,0.334110982,7,0,0,0,"0"
0.086228095,47,0,0.306948842,12,0,2,0,"0"
0,56,0,0,1,0,0,0,"0"
0.194171177,44,1,0.258212089,16,0,2,0,"0"
0.039302417,57,0,0.062969629,8,0,2,0,"0"
0.012679933,50,0,0.25574885,16,0,1,0,"0"
0.630354195,57,0,0.250629723,12,0,1,0,"0"
1.426294821,37,1,1.066404855,5,1,1,0,"0"
0.7634982,56,1,0.299675081,8,0,1,1,"0"
0.164244867,54,0,0.156321588,7,0,1,0,"0"
0.039396479,49,0,0.21072857,9,0,1,0,"0"
0.490782983,65,1,0.23620411,8,0,0,0,"0"
0.023752774,50,0,0.319079306,6,0,1,0,"0"
0.79487448,62,0,1.233797698,6,0,1,0,"0"
0.271216861,49,0,0.516453382,8,0,2,0,"0"
0.063283737,65,0,0.794100964,10,0,1,0,"0"
0.475431525,52,1,0.683712121,14,0,0,0,"0"
0.274483678,24,0,0.004402054,2,0,0,0,"1"
0.901930168,65,0,0.647896879,14,0,1,0,"0"
0.023022491,43,0,0.288338958,7,0,2,0,"0"
0.013428197,79,0,238,16,0,0,0,"0"
0.033028605,59,0,0.501462599,10,0,1,0,"0"
0.013173337,46,0,0.382373947,9,0,1,0,"0"
0.222537533,71,0,3986,15,0,1,0,"0"
0.564679415,26,1,0.140959726,7,0,0,0,"0"
0.070530649,74,0,170,8,0,0,0,"0"
0.013112019,48,0,0.001674263,6,0,0,0,"0"
0.078811896,34,0,341,3,0,0,0,"0"
0,61,0,3144,12,0,2,0,"0"
0.967421457,44,1,0.346558877,10,0,2,0,"0"
0.467850456,35,3,3296,8,0,2,0,"0"
0.288918442,58,0,1.207833733,5,0,1,0,"0"
0.024634137,39,0,0.386762936,6,0,2,0,"0"
0.160089007,50,0,3088,8,0,2,0,"0"
0.006433476,63,0,0.003157341,12,0,0,0,"0"
0.543760012,42,0,1965,11,0,1,0,"0"
0.646044182,71,0,5057,18,0,2,0,"0"
0.0266703,55,0,0.316240537,12,0,3,0,"0"
0.052429342,50,0,0.289950387,9,0,3,0,"0"
0.024600212,58,0,0.397268071,13,0,1,0,"0"
0.626702997,23,0,20,1,0,0,0,"0"
0.454694768,68,0,0.351751722,23,0,2,0,"0"
0.044387385,79,0,0.111342185,18,0,1,0,"0"
0.417593016,49,0,0.387922416,6,0,1,0,"0"
0.9999999,31,0,816,4,3,0,1,"1"
0.026134168,56,0,0.147430072,8,0,1,0,"0"
0.450643557,47,1,0.450509898,16,0,2,1,"0"
0.402867038,43,5,0.494407159,36,1,2,0,"0"
0.059164319,73,0,44,12,0,0,0,"0"
0.179101026,63,0,0.36443926,13,0,2,0,"0"
0.058085629,42,0,0.236680474,2,0,1,0,"0"
0.003268747,75,0,0.085665088,7,0,0,0,"0"
0.017353312,46,0,6282,10,0,3,0,"0"
0.662178376,50,0,1.209358128,13,0,2,0,"0"
0.480054261,49,0,0.116024773,6,0,0,0,"0"
0,37,0,0.814041324,3,0,2,0,"0"
0.9999999,49,0,0.680430002,6,0,2,0,"0"
0.233164133,42,1,0.480500848,11,0,2,0,"0"
0.673742501,62,1,0.524119948,2,1,1,0,"0"
0.056315495,56,0,0.007497322,3,0,0,0,"0"
0.193161344,45,0,0.408798743,9,0,1,0,"0"
0.045606057,58,0,0.314827159,9,0,3,0,"0"
0.020310285,57,0,0.365728375,6,0,2,0,"0"
0.258240467,46,0,0.208475218,10,0,2,0,"0"
0.071935396,53,0,0.290773067,12,0,2,0,"0"
0.221186397,35,1,0.237351655,7,0,0,0,"1"
0.638961776,30,0,0.564647096,10,0,0,0,"1"
0.090033455,64,0,0.044430919,7,0,0,0,"0"
0.881221844,70,1,0.468612555,9,0,0,0,"0"
0.965058236,48,0,0.122372529,3,0,0,0,"1"
0.089514122,53,0,0.229647406,16,0,1,0,"0"
0.092410065,69,0,0.228994796,15,0,3,0,"0"
0,58,0,0.272969102,7,0,1,0,"0"
0.079112025,46,0,0.260487451,6,0,2,0,"0"
0.067615828,67,0,2036,7,0,1,0,"0"
0.9999999,31,0,435,2,0,1,0,"0"
0.585918477,54,0,3.041366906,13,0,3,0,"1"
0,71,0,1.258300506,8,0,2,0,"0"
0.759690929,39,0,760,5,0,0,0,"0"
0.191351081,66,1,2155,14,0,2,0,"0"
0.744282937,39,0,0.274908364,4,0,1,0,"0"
0.400087416,53,0,0.444089225,10,0,2,0,"0"
0.318766067,28,0,0.090500281,2,0,0,0,"0"
0.483083217,54,0,0.41824172,12,0,1,0,"0"
0.381654586,30,0,0.201429904,6,1,0,0,"0"
0.036432152,55,0,0.217217408,24,0,1,0,"0"
0,47,0,0.292213473,12,0,2,0,"0"
0.084756292,45,0,9.906298003,13,0,3,0,"0"
0.023687007,66,1,0.262245918,8,0,1,0,"0"
0.00417355,39,0,1,4,0,0,0,"0"
0.011691724,75,0,0.003024803,5,0,0,0,"0"
0.185619757,74,1,0.12323973,8,0,0,0,"0"
0.007196879,77,0,0.013888889,13,0,0,0,"0"
0.305714625,57,0,0.651835643,14,0,2,0,"0"
0.343937466,26,0,0.701583435,5,0,0,0,"0"
0.020486806,54,0,12,5,0,0,0,"0"
0.841255174,57,0,0.266946611,5,0,0,0,"0"
0.03794485,42,0,0.49836009,11,0,2,0,"0"
0.025797173,82,0,34,4,0,0,0,"0"
0.04047976,58,3,4334,9,0,3,0,"0"
0.200810335,41,0,1878,12,0,1,0,"0"
0.43582567,34,0,0.019987508,6,0,0,0,"0"
0.675990968,83,1,0.239534117,12,0,2,0,"0"
0.966033966,63,3,0.716189947,9,2,2,1,"1"
0.037376059,67,0,0.069101065,20,0,2,0,"0"
0.522398782,42,0,0.276430892,10,0,0,0,"0"
1.114457123,49,7,0.512987013,9,0,1,3,"0"
0.9999999,32,0,0.013330556,0,0,0,0,"0"
0.24750499,29,0,0.318723568,7,0,0,0,"1"
0.132925407,35,0,0.015730972,4,0,0,0,"0"
0.039225692,68,0,0.184687902,9,0,0,0,"0"
0.066374102,37,0,3402,20,0,3,1,"0"
0.646979614,52,1,1.33808554,19,0,3,0,"1"
0,54,0,0.265498331,5,0,2,0,"0"
0,36,0,0,3,0,0,0,"0"
0.213256105,43,0,0.213612903,10,0,2,0,"0"
0.026819923,59,0,0.655441679,10,0,0,0,"0"
1.009831695,45,1,0.714257149,10,0,2,0,"0"
0.219830525,64,0,0.267868098,8,0,2,0,"0"
0.676172632,58,0,0.357224211,14,0,2,0,"0"
0.285755994,64,0,3063,10,0,2,0,"0"
0.06414275,83,0,1.099189021,13,0,1,0,"0"
0.065473073,56,0,0.420611965,8,0,2,0,"0"
0.001702617,75,0,3,10,0,0,0,"0"
0.9999999,79,3,0.245087472,4,5,0,3,"0"
0.205307565,63,0,0.071708683,3,0,0,0,"0"
0,86,0,0,1,0,0,0,"0"
0.243553806,47,0,0.315789474,14,0,1,0,"1"
0.036654686,35,0,0.011327638,9,0,0,0,"0"
0.898217304,55,1,0.266378606,9,0,2,0,"0"
0.032458369,32,0,0.295712064,7,0,1,0,"0"
0.982673078,50,0,4186,10,0,2,0,"1"
0.075822788,50,0,0.182162729,3,0,1,0,"0"
0.32813523,63,0,703,6,0,1,0,"0"
0.166914092,45,0,0.380563561,8,0,1,0,"0"
0.718735472,49,0,0.264513649,5,1,0,0,"1"
0.734265734,26,0,0.026731214,3,0,0,0,"0"
0.538145649,55,0,0.088677424,4,0,0,0,"0"
0.46943744,29,0,0.853507815,7,0,1,0,"0"
0.006747104,32,0,0.660487398,19,0,3,0,"0"
0.33097327,45,1,0.426767234,9,0,1,0,"0"
0.008918768,50,0,0.809973286,16,0,2,0,"0"
0.294712438,59,0,0.357708852,18,0,2,0,"0"
0.903177732,85,0,0.165539547,3,0,0,0,"0"
0.088094544,36,0,0.165093585,7,0,0,0,"0"
0.017210783,59,0,1240,6,0,1,0,"0"
0.325503627,76,0,0.482703459,9,0,1,0,"0"
0.07559748,64,0,0.358446902,8,0,3,0,"0"
0.058023103,52,0,0.219407675,10,0,1,0,"0"
0.351911099,50,0,2739,10,0,2,0,"0"
0.057804587,56,0,1231,4,0,1,0,"0"
0.9999999,24,0,175,1,0,0,0,"0"
0.005360962,43,0,0.418550992,6,0,2,0,"0"
0.974017322,63,2,0.418709831,5,0,1,0,"0"
0,51,0,0.370841665,6,0,1,0,"0"
0.024795041,43,0,0.415629522,5,0,2,0,"0"
1.061885882,45,1,0.069030555,2,1,0,0,"1"
0.287522265,30,0,0.221714117,10,0,2,0,"0"
0.912596401,49,0,744,7,0,1,0,"0"
0.029239372,57,0,0.157172491,11,0,1,0,"0"
0.689964792,40,0,2.460269865,10,0,0,0,"0"
0.85128604,43,0,0.210319586,8,0,1,0,"0"
0.056563046,50,1,0.263575351,15,0,2,0,"0"
0.988023952,53,1,0.771733604,8,1,2,0,"0"
0.035654782,45,2,2589,14,0,2,0,"0"
0.453670664,38,0,0.572713643,10,0,1,0,"0"
0.052354612,49,0,0.506199173,13,0,2,0,"0"
0.300801546,57,0,0.764812713,11,0,1,0,"0"
1.031587365,61,0,568,4,0,1,0,"1"
0.182827685,53,0,0.226252159,13,0,1,0,"0"
0.199935355,48,0,0.659668066,10,0,3,0,"0"
0.026103893,61,0,1069,14,0,2,0,"0"
0.537978663,52,0,0.524480215,19,0,4,0,"0"
0.899691978,51,0,0.329139205,5,0,1,0,"0"
0.367621611,37,0,2530,6,0,2,2,"1"
0.002160149,45,0,0,3,0,0,0,"0"
0,44,0,0,3,0,0,0,"0"
0,42,0,0.887455741,10,0,3,0,"0"
0.007562453,64,0,12,6,0,0,0,"0"
0.009249538,78,0,0.195990279,8,0,1,0,"0"
0.238193058,52,0,0.371251398,16,0,1,0,"0"
0.093166011,64,0,0.067430481,7,0,0,0,"0"
0.447310538,34,0,0.13712168,3,0,0,0,"0"
0.966752771,62,0,0.746222092,8,0,2,0,"0"
0.529516803,45,0,0.560221989,10,0,2,0,"0"
0.452579614,53,0,2.246376812,12,0,2,0,"0"
0.332174607,85,0,0.437044239,13,0,2,0,"0"
0.078305458,81,0,0.028621839,3,0,0,0,"0"
0.9999999,40,0,2283,6,0,1,0,"0"
0.9999999,55,0,0.008495752,0,1,0,0,"0"
0.189615709,49,0,0.551870841,6,0,3,0,"0"
0.390734658,49,1,0.303058078,34,0,2,0,"0"
0.162653112,31,0,1700,5,0,1,0,"0"
0.9999999,42,3,0.710758377,5,2,1,0,"1"
0.346956564,60,0,0.239010427,10,0,1,0,"0"
0.044236946,66,0,0.808183356,5,0,2,0,"0"
0.075530816,30,0,0.00896801,2,0,0,0,"0"
0.076181054,50,0,0.217420776,5,0,2,0,"0"
0.033661056,26,1,0.023313905,1,0,0,1,"0"
0.107368097,26,0,752,8,0,0,0,"0"
0.010269993,49,1,0.202379762,7,0,1,0,"0"
0.380239919,52,0,0.68858478,10,0,1,0,"0"
0.251227333,70,1,0.425788259,12,0,1,0,"0"
0.245191827,53,0,0.238513897,3,0,1,0,"0"
0.700771969,42,0,3017,8,0,2,0,"0"
1.17223414,65,0,0.040165568,7,0,0,0,"0"
0.000975576,39,0,0.197744558,9,0,0,0,"0"
0.9999999,33,0,0.616055846,7,0,2,0,"0"
0.026123367,50,0,0.006853227,6,0,0,0,"0"
0.55438192,46,0,0.378613345,11,0,1,0,"0"
0.096112098,51,1,0.421094732,12,0,1,0,"0"
0.214019785,58,0,2271,10,0,2,0,"0"
0.022850984,35,0,2043,7,0,1,0,"0"
0.780753696,40,0,0.499684277,10,0,0,0,"0"
0.002924927,56,0,3318,5,0,1,0,"0"
0.411829533,52,1,0.611357587,12,0,0,0,"0"
0.223436875,48,2,0.241799579,8,0,1,1,"0"
0.153028232,69,1,0.093340661,6,1,1,0,"0"
0.00719856,80,0,1,2,0,0,0,"0"
0.015839397,51,1,0.004999167,9,0,0,0,"0"
0.01033587,57,0,0.258009064,12,0,2,0,"0"
0.200199263,51,0,0.532322013,18,0,1,0,"0"
0.0464048,61,0,0.004084219,3,0,0,0,"0"
0.033313529,64,0,0.202508635,27,0,1,0,"0"
0.290593323,36,0,0.185008386,8,0,1,0,"0"
0.03058568,55,0,0.192253817,17,0,2,0,"0"
0.510835692,56,0,0.59271455,18,0,2,0,"0"
0.056150967,39,1,0.233601561,13,0,1,0,"0"
0.00261381,80,0,17,9,0,0,0,"0"
0.016748821,52,1,0.195182131,14,0,3,0,"0"
0.133212616,67,0,0.415833558,6,0,1,0,"0"
0.024573945,35,0,0.24475105,11,0,0,0,"0"
0.459673847,66,2,1948,13,0,1,0,"0"
0.680638723,53,0,225,1,0,0,0,"0"
0.109995849,53,0,0.422697163,7,0,2,0,"0"
0.040035554,71,0,0.111080255,6,0,0,0,"0"
0.081859844,43,0,0.240108488,17,0,1,0,"0"
0.004289295,28,0,0.003633061,5,0,0,0,"1"
0.868562644,39,0,0.975576662,3,1,1,0,"0"
0,82,2,0.092783505,8,0,0,0,"1"
0.698577142,25,0,0.355214928,4,0,0,1,"0"
0.693515201,44,0,0.204202565,6,0,2,0,"0"
0.9999999,50,0,0.04220659,3,0,0,0,"0"
0.216672696,64,0,4625,13,0,1,0,"0"
0.039513282,56,0,0.170812824,11,0,1,0,"0"
0.15825522,46,0,0.348530294,8,0,2,0,"0"
0.03756116,51,0,1.079062285,9,0,0,0,"0"
0.15330119,76,0,6131,17,0,2,0,"0"
0.367440276,55,0,1607,8,0,2,0,"0"
0.058848529,64,0,0.24603224,5,0,2,0,"0"
0.052792395,56,0,995,6,0,1,0,"0"
0.343698218,63,0,2943,12,0,2,0,"0"
0.140664049,42,0,0.329747774,3,2,1,0,"1"
0.299064069,50,0,2208,13,0,1,0,"0"
0.001583307,57,0,0.547177529,15,0,1,0,"0"
0.038763777,49,0,0.394922764,8,0,1,0,"0"
0.001235258,78,0,0.000186916,7,0,0,0,"0"
0.069791478,52,0,0.110103972,7,0,1,0,"0"
0.12184838,58,0,0.495252374,11,0,1,0,"0"
0.114777516,78,0,68,6,0,0,0,"0"
0.173127521,35,0,1003,4,0,1,0,"0"
0.9999999,62,0,2796,5,0,1,0,"0"
0.039346142,69,0,0.11386958,7,0,2,0,"0"
0.46035976,51,1,0.005126891,2,0,0,1,"0"
0.9999999,24,0,0.117773019,6,3,0,0,"1"
0.133438369,57,0,0.059515239,8,0,0,0,"0"
0.224320871,45,0,0.544829741,4,0,1,0,"0"
0.040903184,48,0,0.025989604,6,0,0,0,"0"
0.9999999,26,0,0,0,2,0,0,"0"
0.541339816,54,0,0.406912576,12,0,1,0,"0"
0.008297073,61,0,0.252199413,8,0,1,0,"0"
0.052678602,37,0,3279,8,0,3,0,"0"
0.431451291,53,0,0.65820643,10,1,3,0,"0"
0.176205552,66,0,0.316905935,14,0,2,0,"0"
0.02023919,43,0,0.596963761,7,0,1,0,"0"
0.942459776,45,0,0.125568432,3,0,0,0,"0"
0.600417256,49,1,0.614381358,13,0,4,0,"0"
0.145867099,34,0,0.35835629,8,0,2,0,"0"
0.065468302,28,0,40.5,6,0,0,0,"0"
0.000549973,51,0,0.050552082,8,0,0,0,"0"
0.19911387,70,0,1018,15,0,0,0,"0"
0.975729479,43,1,0.3828915,5,0,2,0,"0"
0.274511092,49,0,0.275733774,8,0,1,0,"0"
0.823438106,42,2,0.316909295,8,0,0,0,"1"
0.143966526,69,0,1130,6,0,1,0,"0"
0.009467833,82,0,1500,6,0,2,0,"0"
1.002460781,45,1,0.142618617,5,5,0,0,"1"
0.9999999,37,1,0.184945276,2,1,0,1,"1"
0.121875125,62,0,0.197906444,5,0,1,0,"0"
0.033056089,69,0,158,8,0,1,0,"0"
0.128606459,61,0,0.2546786,7,0,1,0,"0"
0.262259799,36,0,0.497389179,23,0,1,0,"0"
0.552106815,44,0,0.995008319,6,0,0,0,"0"
0.235675159,49,1,0.380663026,10,0,2,0,"0"
0.369666342,48,0,0.197353245,10,0,1,0,"0"
0.493220271,47,0,0.523068133,4,0,2,0,"0"
0.837835926,47,0,3240,12,0,1,0,"0"
0.001637096,79,0,61,6,0,0,0,"0"
0,59,1,3.24435113,10,0,3,0,"0"
0.107159948,68,0,197,6,0,0,0,"0"
0.078002968,48,0,486,8,0,0,0,"0"
0.273379602,40,0,1.17005473,7,0,2,0,"0"
0.308013897,72,0,0.406998971,12,0,2,0,"0"
0.022389495,93,0,24,6,0,0,0,"0"
0.034569513,82,0,0.094516813,14,0,1,0,"0"
0.642024484,53,3,0.702563368,25,0,2,0,"0"
0.512228888,32,0,0.0526876,2,0,0,0,"0"
0.282262264,68,3,1.582768635,8,0,1,0,"0"
0.106251539,63,0,0.283571643,9,0,2,0,"0"
0.778371506,44,0,0.510546924,9,0,2,0,"0"
0.076155867,33,0,0.473570138,11,0,3,0,"0"
0,60,0,3530,4,0,2,0,"0"
0.010236081,50,0,1885,9,0,1,0,"0"
0.666523526,48,3,0.588465116,10,0,2,1,"0"
0.993212533,58,2,3328,4,2,1,0,"0"
0.021671931,49,0,1569,6,0,1,0,"0"
0.042579314,56,0,0.173917484,12,0,1,0,"0"
0.07679647,61,0,0.320722383,11,0,2,0,"0"
0.09907597,62,0,0.234635117,8,0,2,0,"0"
0.023806777,75,0,18,4,0,0,0,"0"
0.562271886,50,0,2636,11,0,1,0,"0"
0.03256983,68,0,0.226043833,7,0,1,0,"0"
0.06199009,79,0,0.288562028,9,0,1,0,"0"
0.000142854,72,0,0.560029331,14,1,4,0,"0"
0.9999999,43,0,0.393668273,6,0,1,0,"1"
0.102862535,49,0,2507,12,0,2,0,"0"
0.0312247,66,0,2228,11,0,2,0,"0"
0.358532613,67,0,0.094460369,6,0,1,0,"0"
0.222377762,34,0,0.145427286,3,0,0,0,"0"
0.509056865,63,0,0.296489528,13,0,2,0,"0"
0.007490894,63,0,0.134774317,7,0,1,0,"0"
0.028138641,41,0,0.005332741,4,0,0,0,"0"
0.316984151,57,0,1379,4,0,1,0,"0"
0.485251475,39,0,0.253436641,3,0,0,0,"0"
0.509880916,51,0,0.277620397,11,0,0,0,"0"
0.13465842,51,0,0.291024585,13,0,2,0,"0"
0.618494848,42,1,0.339507118,8,0,1,0,"0"
0.046567123,31,0,0.058109748,4,0,0,0,"0"
0.019288361,85,0,11,6,0,0,0,"0"
0.022589804,42,0,0.193415638,3,0,0,0,"0"
0.14773253,56,0,0.189835072,14,0,0,0,"0"
0.027394521,41,1,0.328467153,7,0,1,0,"0"
0.246393912,48,0,0.683433318,8,0,1,0,"0"
0.035202928,40,0,0.335622214,15,0,1,0,"0"
0.352794998,54,1,8151,13,0,3,0,"0"
0.361175204,43,0,363,6,0,0,0,"0"
0.428359461,36,0,0.998077662,6,0,2,0,"0"
0.013748854,65,0,0.106748584,9,0,1,0,"0"
0.350767548,37,0,0.109990001,7,0,0,0,"0"
0.022218056,67,0,0.000934396,4,0,0,0,"0"
0.626991565,63,5,0.520762842,11,0,1,0,"0"
0.057034803,47,0,843,8,0,1,0,"0"
0.034975117,38,0,22,2,0,0,0,"1"
0.152462896,56,0,3250,14,0,2,0,"0"
0.010239141,75,0,0.567487267,13,0,3,0,"0"
0.352888122,41,0,0.545383534,9,0,1,0,"0"
1.037924152,28,0,0.49199608,5,0,2,0,"0"
0.327420547,41,0,0.435112977,4,0,1,0,"0"
0.076115486,82,0,0.003999111,6,0,0,0,"0"
0.9999999,38,0,0,1,0,0,0,"0"
0.027999391,63,0,0.271087842,10,0,1,0,"0"
0.057397738,69,0,91,4,0,0,0,"0"
0.250202983,30,3,0.147687609,9,0,0,0,"0"
0.082277878,35,0,0.149868713,7,0,0,0,"0"
0.092429972,25,0,0.168332667,9,0,0,0,"0"
0.698894671,59,2,0.268481452,17,0,1,0,"0"
0.62143696,49,2,2693,18,0,2,0,"0"
0,28,0,0.762697752,9,0,1,0,"0"
0.674177163,54,0,0.775506577,8,0,2,0,"0"
0.02666186,49,0,0.275116656,16,0,2,0,"0"
0.344710353,31,0,0.305292628,6,0,1,0,"0"
0.015499354,67,0,0.092157051,5,0,1,0,"0"
0.9999999,33,0,0.050351722,1,1,0,0,"0"
0.574085922,41,0,0.458407712,6,0,0,0,"0"
0.002595133,69,1,0.248454316,12,0,3,0,"0"
0.484967058,64,0,1060,12,0,0,0,"0"
0.628143749,32,0,0.210430633,6,0,1,0,"0"
0.288092536,29,0,0.294463498,7,0,0,0,"0"
0.01107328,56,0,3140,7,0,2,0,"0"
0,66,0,0.001666111,9,0,0,0,"0"
0.133748732,25,0,5.278606965,5,0,1,0,"0"
0.332980877,46,0,3404,10,0,2,0,"0"
0,50,0,2180,12,0,1,0,"0"
0.788701555,39,0,0.188765182,10,1,0,0,"0"
0.334418258,54,0,0.124390244,5,0,0,0,"0"
0.129974005,57,0,0.008870215,1,0,0,0,"0"
0.022510581,57,0,0.406797116,11,0,4,0,"0"
0.113592534,65,0,0.035443484,6,0,0,0,"0"
0.003166859,62,1,0.189220074,17,0,2,0,"0"
